Date,Open,High,Low,Close,Volume,Adj Close
2017-02-03,128.309998,129.190002,128.160004,129.080002,24421600,129.080002
2017-02-02,127.980003,129.389999,127.779999,128.529999,33514400,128.529999
2017-02-01,127.029999,130.490005,127.010002,128.75,111658100,128.75
2017-01-31,121.150002,121.389999,120.620003,121.349998,41610600,121.349998
2017-01-30,120.93,121.629997,120.660004,121.629997,30278800,121.629997
2017-01-27,122.139999,122.349998,121.599998,121.949997,20437400,121.949997
2017-01-26,121.669998,122.440002,121.599998,121.940002,26282000,121.940002
2017-01-25,120.419998,122.099998,120.279999,121.879997,32377600,121.879997
2017-01-24,119.550003,120.099998,119.50,119.970001,23150200,119.970001
2017-01-23,120.00,120.809998,119.769997,120.080002,21131400,120.080002
2017-01-20,120.449997,120.449997,119.730003,120.00,29479900,120.00
2017-01-19,119.400002,120.089996,119.370003,119.779999,25295700,119.779999
2017-01-18,120.00,120.50,119.709999,119.989998,23644700,119.989998
2017-01-17,118.339996,120.239998,118.220001,120.00,34078600,120.00
2017-01-13,119.110001,119.620003,118.809998,119.040001,25938300,119.040001
2017-01-12,118.900002,119.300003,118.209999,119.25,27002400,119.25
2017-01-11,118.739998,119.93,118.599998,119.75,27418600,119.75
2017-01-10,118.769997,119.379997,118.300003,119.110001,24420800,119.110001
2017-01-09,117.949997,119.43,117.940002,118.989998,33387600,118.989998
2017-01-06,116.779999,118.160004,116.470001,117.910004,31577900,117.910004
2017-01-05,115.919998,116.860001,115.809998,116.610001,22103700,116.610001
2017-01-04,115.849998,116.510002,115.75,116.019997,20858700,116.019997
2017-01-03,115.800003,116.330002,114.760002,116.150002,28509500,116.150002
2016-12-30,116.650002,117.199997,115.43,115.82,30253100,115.82
2016-12-29,116.449997,117.110001,116.400002,116.730003,14963300,116.730003
2016-12-28,117.519997,118.019997,116.199997,116.760002,20582000,116.760002
2016-12-27,116.519997,117.800003,116.489998,117.260002,18071900,117.260002
2016-12-23,115.589996,116.519997,115.589996,116.519997,14181200,116.519997
2016-12-22,116.349998,116.510002,115.639999,116.290001,25789800,116.290001
2016-12-21,116.800003,117.400002,116.779999,117.059998,24216900,117.059998
2016-12-20,116.739998,117.50,116.68,116.949997,20905800,116.949997
2016-12-19,115.800003,117.379997,115.75,116.639999,27675400,116.639999
2016-12-16,116.470001,116.50,115.650002,115.970001,44055400,115.970001
2016-12-15,115.379997,116.730003,115.230003,115.82,46232200,115.82
2016-12-14,115.040001,116.199997,114.980003,115.190002,33433200,115.190002
2016-12-13,113.839996,115.919998,113.75,115.190002,43167500,115.190002
2016-12-12,113.290001,115.00,112.489998,113.300003,26149100,113.300003
2016-12-09,112.309998,114.699997,112.309998,113.949997,34274100,113.949997
2016-12-08,110.860001,112.43,110.599998,112.120003,26818500,112.120003
2016-12-07,109.260002,111.190002,109.160004,111.029999,29853000,111.029999
2016-12-06,109.50,110.360001,109.190002,109.949997,26075900,109.949997
2016-12-05,110.00,110.029999,108.25,109.110001,34037300,109.110001
2016-12-02,109.169998,110.089996,108.849998,109.900002,26409800,109.900002
2016-12-01,110.370003,110.940002,109.029999,109.489998,36825800,109.489998
2016-11-30,111.599998,112.199997,110.269997,110.519997,35765000,110.519997
2016-11-29,110.779999,112.029999,110.07,111.459999,28459300,111.459999
2016-11-28,111.43,112.470001,111.389999,111.57,27026600,111.57
2016-11-25,111.129997,111.870003,110.949997,111.790001,11424400,111.790001
2016-11-23,111.360001,111.510002,110.330002,111.230003,27387900,111.230003
2016-11-22,111.949997,112.419998,111.400002,111.800003,25922600,111.800003
2016-11-21,110.120003,111.989998,110.010002,111.730003,29119100,111.730003
2016-11-18,109.720001,110.540001,109.660004,110.059998,27404300,110.059998
2016-11-17,109.809998,110.349998,108.830002,109.949997,26964600,109.949997
2016-11-16,106.699997,110.230003,106.599998,109.989998,58702500,109.989998
2016-11-15,106.57,107.68,106.160004,107.110001,32216900,107.110001
2016-11-14,107.709999,107.809998,104.080002,105.709999,50872500,105.709999
2016-11-11,107.120003,108.870003,106.550003,108.43,34094100,108.43
2016-11-10,111.089996,111.089996,105.830002,107.790001,57123700,107.790001
2016-11-09,109.879997,111.32,108.050003,110.879997,59176400,110.879997
2016-11-08,110.309998,111.720001,109.699997,111.059998,24254200,111.059998
2016-11-07,110.080002,110.510002,109.459999,110.410004,32560000,110.410004
2016-11-04,108.529999,110.25,108.110001,108.839996,30837000,108.839996
2016-11-03,110.980003,111.459999,109.550003,109.830002,26932600,109.830002
2016-11-02,111.400002,112.349998,111.230003,111.589996,28331700,111.019995
2016-11-01,113.459999,113.769997,110.529999,111.489998,43825800,110.920507
2016-10-31,113.650002,114.230003,113.199997,113.540001,26419400,112.960039
2016-10-28,113.870003,115.209999,113.449997,113.720001,37861700,113.13912
2016-10-27,115.389999,115.860001,114.099998,114.480003,34562000,113.89524
2016-10-26,114.309998,115.699997,113.309998,115.589996,66134200,114.999563
2016-10-25,117.949997,118.360001,117.309998,118.25,48129000,117.645979
2016-10-24,117.099998,117.739998,117.00,117.650002,23538700,117.049045
2016-10-21,116.809998,116.910004,116.279999,116.599998,23192700,116.004406
2016-10-20,116.860001,117.379997,116.330002,117.059998,24125800,116.462055
2016-10-19,117.25,117.760002,113.800003,117.120003,20034600,116.521754
2016-10-18,118.18,118.209999,117.449997,117.470001,24553500,116.869965
2016-10-17,117.330002,117.839996,116.779999,117.550003,23624900,116.949558
2016-10-14,117.879997,118.169998,117.129997,117.629997,35652200,117.029143
2016-10-13,116.790001,117.440002,115.720001,116.980003,35192400,116.38247
2016-10-12,117.349998,117.980003,116.75,117.339996,37586800,116.740624
2016-10-11,117.699997,118.690002,116.199997,116.300003,64041000,115.705943
2016-10-10,115.019997,116.75,114.720001,116.050003,36236000,115.45722
2016-10-07,114.309998,114.559998,113.510002,114.059998,24358400,113.477379
2016-10-06,113.699997,114.339996,113.129997,113.889999,28779300,113.308249
2016-10-05,113.400002,113.660004,112.690002,113.050003,21453100,112.472544
2016-10-04,113.059998,114.309998,112.629997,113.00,29736800,112.422796
2016-10-03,112.709999,113.050003,112.279999,112.519997,21701800,111.945245
2016-09-30,112.459999,113.370003,111.800003,113.050003,36379100,112.472544
2016-09-29,113.160004,113.800003,111.800003,112.18,35887000,111.606985
2016-09-28,113.690002,114.639999,113.43,113.949997,29641100,113.36794
2016-09-27,113.00,113.18,112.339996,113.089996,24607400,112.512333
2016-09-26,111.639999,113.389999,111.550003,112.879997,29869400,112.303406
2016-09-23,114.419998,114.790001,111.550003,112.709999,52481200,112.134277
2016-09-22,114.349998,114.940002,114.00,114.620003,31074000,114.034524
2016-09-21,113.849998,113.989998,112.440002,113.550003,36003200,112.96999
2016-09-20,113.050003,114.120003,112.510002,113.57,34514300,112.989884
2016-09-19,115.190002,116.18,113.25,113.580002,47023000,112.999835
2016-09-16,115.120003,116.129997,114.040001,114.919998,79886900,114.332987
2016-09-15,113.860001,115.730003,113.489998,115.57,89983600,114.979668
2016-09-14,108.730003,113.029999,108.599998,111.769997,110888700,111.199076
2016-09-13,107.510002,108.790001,107.239998,107.949997,62176200,107.398588
2016-09-12,102.650002,105.720001,102.529999,105.440002,45292800,104.901415
2016-09-09,104.639999,105.720001,103.129997,103.129997,46557000,102.603209
2016-09-08,107.25,107.269997,105.239998,105.519997,53002000,104.981001
2016-09-07,107.830002,108.760002,107.07,108.360001,42364300,107.806498
2016-09-06,107.900002,108.300003,107.510002,107.699997,26880400,107.149865
2016-09-02,107.699997,108.00,106.82,107.730003,26802500,107.179719
2016-09-01,106.139999,106.800003,105.620003,106.730003,26701500,106.184827
2016-08-31,105.660004,106.57,105.639999,106.099998,29662400,105.55804
2016-08-30,105.800003,106.50,105.50,106.00,24863900,105.458552
2016-08-29,106.620003,107.440002,106.290001,106.82,24970300,106.274363
2016-08-26,107.410004,107.949997,106.309998,106.940002,27766300,106.393753
2016-08-25,107.389999,107.879997,106.68,107.57,25086200,107.020532
2016-08-24,108.57,108.75,107.68,108.029999,23675100,107.478182
2016-08-23,108.589996,109.32,108.529999,108.849998,21257700,108.293993
2016-08-22,108.860001,109.099998,107.849998,108.510002,25820200,107.955733
2016-08-19,108.769997,109.690002,108.360001,109.360001,25368100,108.80139
2016-08-18,109.230003,109.599998,109.019997,109.080002,21984700,108.522821
2016-08-17,109.099998,109.370003,108.339996,109.220001,25356000,108.662106
2016-08-16,109.629997,110.230003,109.209999,109.379997,33794400,108.821284
2016-08-15,108.139999,109.540001,108.080002,109.480003,25868200,108.92078
2016-08-12,107.779999,108.440002,107.779999,108.18,18660400,107.627417
2016-08-11,108.519997,108.93,107.849998,107.93,27484500,107.378694
2016-08-10,108.709999,108.900002,107.760002,108.00,24008500,107.448336
2016-08-09,108.230003,108.940002,108.010002,108.809998,26315200,108.254196
2016-08-08,107.519997,108.370003,107.160004,108.370003,28037200,107.816449
2016-08-05,106.269997,107.650002,106.18,107.480003,40553400,106.930996
2016-08-04,105.580002,106.00,105.279999,105.870003,27408700,105.329219
2016-08-03,104.809998,105.839996,104.769997,105.790001,30202600,104.68254
2016-08-02,106.050003,106.07,104.00,104.480003,33816600,103.386256
2016-08-01,104.410004,106.150002,104.410004,106.050003,38167900,104.93982
2016-07-29,104.190002,104.550003,103.68,104.209999,27733700,103.119078
2016-07-28,102.830002,104.449997,102.82,104.339996,39869800,103.247715
2016-07-27,104.269997,104.349998,102.75,102.949997,92344800,101.872267
2016-07-26,96.82,97.970001,96.419998,96.669998,56239800,95.65801
2016-07-25,98.25,98.839996,96.919998,97.339996,40382900,96.320994
2016-07-22,99.260002,99.300003,98.309998,98.660004,28313700,97.627183
2016-07-21,99.830002,101.00,99.129997,99.43,32702000,98.389119
2016-07-20,100.00,100.459999,99.739998,99.959999,26276000,98.91357
2016-07-19,99.559998,100.00,99.339996,99.870003,23779900,98.824515
2016-07-18,98.699997,100.129997,98.599998,99.830002,36493900,98.784933
2016-07-15,98.919998,99.300003,98.50,98.779999,30137000,97.745922
2016-07-14,97.389999,98.989998,97.32,98.790001,38919000,97.755819
2016-07-13,97.410004,97.669998,96.839996,96.870003,25892200,95.855921
2016-07-12,97.169998,97.699997,97.120003,97.419998,24167500,96.400159
2016-07-11,96.75,97.650002,96.730003,96.980003,23794900,95.96477
2016-07-08,96.489998,96.889999,96.050003,96.68,28912100,95.667907
2016-07-07,95.699997,96.50,95.620003,95.940002,25139600,94.935656
2016-07-06,94.599998,95.660004,94.370003,95.529999,30949100,94.529945
2016-07-05,95.389999,95.400002,94.459999,94.989998,27705200,93.995597
2016-07-01,95.489998,96.470001,95.330002,95.889999,26026500,94.886177
